,text,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15
1393,"Stattdessen wurde er absolut aggressiv, baute sich direkt vor uns auf und musste von einem seiner ebenfalls höchst arroganten Kollegen zurück gehalten werden, damit er nicht komplett eskalierte.",,,,,,,,,,,,,,,,
1394,"Stühle etwas unbequem, aber mit Jacke drunter ging auch das.","('AMBIENCE', 'NEGATIVE', 'Stühle')",,,,,,,,,,,,,,,
1395,"Stühle etwas unbequem, aber mit Jacke drunter ging auch das.",,,,,,,,,,,,,,,,
1396,"Super Abend, ich komme regelmäßig zum Steak essen in die RESTAURANT_NAME.","('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')",,,,,,,,,,,,,,,
1397,"Super Abend, ich komme regelmäßig zum Steak essen in die RESTAURANT_NAME.",,,,,,,,,,,,,,,,
1398,"Super Fleisch Beratung, essen gleichzeitig auf dem Tisch.","('SERVICE', 'POSITIVE', 'Beratung')",,,,,,,,,,,,,,,
1399,"Super Fleisch Beratung, essen gleichzeitig auf dem Tisch.",,,,,,,,,,,,,,,,
1400,"Super Führung mit Martin, leckeres Essen, schöne Atmosphäre.","('SERVICE', 'POSITIVE', 'Martin')","('SERVICE', 'POSITIVE', 'Führung')","('FOOD', 'POSITIVE', 'Essen')","('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,
1401,"Super Führung mit Martin, leckeres Essen, schöne Atmosphäre.",,,,,,,,,,,,,,,,
1402,"Super Restaurant, wir hatten das gar nicht erwartet und wollten nur kurz vor dem Starlight Express noch was essen.","('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
1403,"Super Restaurant, wir hatten das gar nicht erwartet und wollten nur kurz vor dem Starlight Express noch was essen.",,,,,,,,,,,,,,,,
1404,"Super freundliche, zuvorkommende Bedienung!!","('SERVICE', 'POSITIVE', 'Bedienung')",,,,,,,,,,,,,,,
1405,"Super freundliche, zuvorkommende Bedienung!!",,,,,,,,,,,,,,,,
1406,Super nette Bewirtung.,"('SERVICE', 'POSITIVE', 'Bewirtung')",,,,,,,,,,,,,,,
1407,Super nette Bewirtung.,,,,,,,,,,,,,,,,
1408,"Suppe war nicht heiß, kümmerte den Service aber nicht.","('SERVICE', 'NEGATIVE', 'Service')","('FOOD', 'NEGATIVE', 'Suppe')",,,,,,,,,,,,,,
1409,"Suppe war nicht heiß, kümmerte den Service aber nicht.",,,,,,,,,,,,,,,,
1410,Teilweise nur sehr enge Bestuhlung.,"('AMBIENCE', 'NEGATIVE', 'Bestuhlung')",,,,,,,,,,,,,,,
1411,Teilweise nur sehr enge Bestuhlung.,,,,,,,,,,,,,,,,
1412,"Thunfisch Carpaccio war zu kalt, war vermutlich gefroren und wurde nicht rechtzeitig aufgetaut.","('FOOD', 'NEGATIVE', 'Thunfisch Carpaccio')",,,,,,,,,,,,,,,
1413,"Thunfisch Carpaccio war zu kalt, war vermutlich gefroren und wurde nicht rechtzeitig aufgetaut.",,,,,,,,,,,,,,,,
1414,"Tiho, der Beste, hat uns bedient, super freundlich, zuvorkommend und hat uns jeden Wunsch von den Augen abgelesen.","('SERVICE', 'POSITIVE', 'Tiho')",,,,,,,,,,,,,,,
1415,"Tiho, der Beste, hat uns bedient, super freundlich, zuvorkommend und hat uns jeden Wunsch von den Augen abgelesen.",,,,,,,,,,,,,,,,
1416,Toiletten hätte ich für so eine Gastronomie auch sauberer erwartet!,"('AMBIENCE', 'NEGATIVE', 'Toiletten')",,,,,,,,,,,,,,,
1417,Toiletten hätte ich für so eine Gastronomie auch sauberer erwartet!,,,,,,,,,,,,,,,,
1418,Toiletten über Treppe oder Aufzug erreichbar und sauber.,"('AMBIENCE', 'POSITIVE', 'Toiletten')",,,,,,,,,,,,,,,
1419,Toiletten über Treppe oder Aufzug erreichbar und sauber.,,,,,,,,,,,,,,,,
1420,Toll finde ich auch die Speisekarte.,"('FOOD', 'POSITIVE', 'Speisekarte')",,,,,,,,,,,,,,,
1421,Toll finde ich auch die Speisekarte.,,,,,,,,,,,,,,,,
1422,Tolle Auswahl an Speisen und Getränken.,"('FOOD', 'POSITIVE', 'Speisen')","('FOOD', 'POSITIVE', 'Getränken')",,,,,,,,,,,,,,
1423,Tolle Auswahl an Speisen und Getränken.,,,,,,,,,,,,,,,,
1424,Tolle Vorspeise und kreatives Dessert.,"('FOOD', 'POSITIVE', 'Vorspeise')","('FOOD', 'POSITIVE', 'Dessert')",,,,,,,,,,,,,,
1425,Tolle Vorspeise und kreatives Dessert.,,,,,,,,,,,,,,,,
1426,"Toller Service, schnelle und aufmerksame Bedienung.","('SERVICE', 'POSITIVE', 'Service')","('SERVICE', 'POSITIVE', 'Bedienung')",,,,,,,,,,,,,,
1427,"Toller Service, schnelle und aufmerksame Bedienung.",,,,,,,,,,,,,,,,
1428,"Top Service, vor allem Marco („Oberhase“) hat uns witzig und angenehm bewirtet.","('SERVICE', 'POSITIVE', 'Service')","('SERVICE', 'POSITIVE', 'Marco')",,,,,,,,,,,,,,
1429,"Top Service, vor allem Marco („Oberhase“) hat uns witzig und angenehm bewirtet.",,,,,,,,,,,,,,,,
1430,"Totaler Massenbetrieb, macht kein Spass zwischen LOC gesehen dabei zu sein.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1431,"Totaler Massenbetrieb, macht kein Spass zwischen LOC gesehen dabei zu sein.",,,,,,,,,,,,,,,,
1432,"Touristisch, altmodisch eingerichtet, Essen mäßig, Wiener Schnitzel in der Fritteuse, zu lange drin gewesen, matschige Bratkartoffeln, einzig der Service war nett und zuvorkommend.","('FOOD', 'NEUTRAL', 'Essen')","('AMBIENCE', 'NEGATIVE', 'NULL')","('FOOD', 'NEGATIVE', 'Wiener Schnitzel')","('FOOD', 'NEGATIVE', 'Bratkartoffeln')","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,
1433,"Touristisch, altmodisch eingerichtet, Essen mäßig, Wiener Schnitzel in der Fritteuse, zu lange drin gewesen, matschige Bratkartoffeln, einzig der Service war nett und zuvorkommend.",,,,,,,,,,,,,,,,
1434,Trotz Reservierung unfreundlich abgewiesen.,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1435,Trotz Reservierung unfreundlich abgewiesen.,,,,,,,,,,,,,,,,
1436,"Trotz des großen Andrangs ausgesprochen freundlicher, schneller Service.","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,,
1437,"Trotz des großen Andrangs ausgesprochen freundlicher, schneller Service.",,,,,,,,,,,,,,,,
1438,"Typisches Brauhaus mit guter Atmosphäre und einem freundlichen, kompetenten Service.","('AMBIENCE', 'POSITIVE', 'Atmosphäre')","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,
1439,"Typisches Brauhaus mit guter Atmosphäre und einem freundlichen, kompetenten Service.",,,,,,,,,,,,,,,,
1440,Um 21:30 wird man unfreundlich abgewiesen.,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1441,Um 21:30 wird man unfreundlich abgewiesen.,,,,,,,,,,,,,,,,
1442,"Umfangreiche Speisekarte, für jeden was dabei, von Vorspeise bis Dessert.","('FOOD', 'POSITIVE', 'Speisekarte')","('FOOD', 'POSITIVE', 'Vorspeise')","('FOOD', 'POSITIVE', 'Dessert')",,,,,,,,,,,,,
1443,"Umfangreiche Speisekarte, für jeden was dabei, von Vorspeise bis Dessert.",,,,,,,,,,,,,,,,
1444,Umso größer dann die Enttäuschung !,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1445,Umso größer dann die Enttäuschung !,,,,,,,,,,,,,,,,
1446,Und es hat sich gelohnt!!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1447,Und es hat sich gelohnt!!,,,,,,,,,,,,,,,,
1448,Und natürlich das Essen immer wieder super lecker.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
1449,Und natürlich das Essen immer wieder super lecker.,,,,,,,,,,,,,,,,
1450,Und nochmals: wirklich netter Service.,"('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,,
1451,Und nochmals: wirklich netter Service.,,,,,,,,,,,,,,,,
1452,"Unglaublich was für ein schlechter Service, zumal der für uns zuständige Kellner alle anderen Tische abräumte u abwischte.","('SERVICE', 'NEGATIVE', 'Service')","('SERVICE', 'NEGATIVE', 'Kellner')",,,,,,,,,,,,,,
1453,"Unglaublich was für ein schlechter Service, zumal der für uns zuständige Kellner alle anderen Tische abräumte u abwischte.",,,,,,,,,,,,,,,,
1454,Uns hat das Ambiente der Metzgerei ebenfalls sehr gut gefallen.,"('AMBIENCE', 'POSITIVE', 'Metzgerei')",,,,,,,,,,,,,,,
1455,Uns hat das Ambiente der Metzgerei ebenfalls sehr gut gefallen.,,,,,,,,,,,,,,,,
1456,Unser letzter Besuch dort!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1457,Unser letzter Besuch dort!,,,,,,,,,,,,,,,,
1458,Unser neuer Favorit in LOC!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1459,Unser neuer Favorit in LOC!,,,,,,,,,,,,,,,,
1460,"Unsere 6 jährige Tochter kann ""leider"" noch kein Englisch - das hat das LOC aber scheinbar nicht verstanden 😉 Für uns war es der letzte Besuch.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1461,"Unsere 6 jährige Tochter kann ""leider"" noch kein Englisch - das hat das LOC aber scheinbar nicht verstanden 😉 Für uns war es der letzte Besuch.",,,,,,,,,,,,,,,,
1462,Unsere Empfehlung beim Besuch in LOC 👍🏼,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1463,Unsere Empfehlung beim Besuch in LOC 👍🏼,,,,,,,,,,,,,,,,
1464,Unsere Erwartungen wurden sogar noch übertroffen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1465,Unsere Erwartungen wurden sogar noch übertroffen.,,,,,,,,,,,,,,,,
1466,Unsere Essen waren beide mehr oder weniger kalt!,"('FOOD', 'NEGATIVE', 'Essen')",,,,,,,,,,,,,,,
1467,Unsere Essen waren beide mehr oder weniger kalt!,,,,,,,,,,,,,,,,
1468,"Unsere verschiedenen Gerichte waren alle frisch zubereitet, einschließlich der Beilagen von sehr guter Qualität und freundlich serviert.","('FOOD', 'POSITIVE', 'Gerichte')","('FOOD', 'POSITIVE', 'Beilagen')","('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,
1469,"Unsere verschiedenen Gerichte waren alle frisch zubereitet, einschließlich der Beilagen von sehr guter Qualität und freundlich serviert.",,,,,,,,,,,,,,,,
1470,Unter Strich - sehr enttäuschend!!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1471,Unter Strich - sehr enttäuschend!!,,,,,,,,,,,,,,,,
1472,"Vergangene Weihnachten dort gewesen,unvergesslicher Heiligabend,-und jetzt?","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1473,"Vergangene Weihnachten dort gewesen,unvergesslicher Heiligabend,-und jetzt?",,,,,,,,,,,,,,,,
1474,Verstehe 0 warum die Leute es gut finden,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1475,Verstehe 0 warum die Leute es gut finden,,,,,,,,,,,,,,,,
1476,Vertrauen Sie mir und besuchen auch Sie bei Ihrem nächsten LOC Besuch das Fischereihafen Restaurant.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Fischereihafen Restaurant')",,,,,,,,,,,,,,,
1477,Vertrauen Sie mir und besuchen auch Sie bei Ihrem nächsten LOC Besuch das Fischereihafen Restaurant.,,,,,,,,,,,,,,,,
1478,Vielen Dank an das Team der RESTAURANT_NAME :),"('SERVICE', 'POSITIVE', 'Team')",,,,,,,,,,,,,,,
1479,Vielen Dank an das Team der RESTAURANT_NAME :),,,,,,,,,,,,,,,,
1480,"Vielen lieben Dank, die deutsche Küche in der Form aufzutischen.","('FOOD', 'POSITIVE', 'Küche')",,,,,,,,,,,,,,,
1481,"Vielen lieben Dank, die deutsche Küche in der Form aufzutischen.",,,,,,,,,,,,,,,,
1482,"Vom Service gab es keine Nachfrage, warum wir das Gericht komplett zurückgehen haben lassen.","('SERVICE', 'NEGATIVE', 'Service')",,,,,,,,,,,,,,,
1483,"Vom Service gab es keine Nachfrage, warum wir das Gericht komplett zurückgehen haben lassen.",,,,,,,,,,,,,,,,
1484,"Von 5 verschiedenen Bestellungen, war eine ungenießbar ( sauer, war gekippt ), ein Teller ungewürzt, zwei noch in Ordnung und ein Essen war gut.","('FOOD', 'NEGATIVE', 'NULL')","('FOOD', 'POSITIVE', 'Essen')","('FOOD', 'NEGATIVE', 'Teller')","('FOOD', 'NEUTRAL', 'NULL')",,,,,,,,,,,,
1485,"Von 5 verschiedenen Bestellungen, war eine ungenießbar ( sauer, war gekippt ), ein Teller ungewürzt, zwei noch in Ordnung und ein Essen war gut.",,,,,,,,,,,,,,,,
1486,Von Anfang bis Ende ein Erlebnis!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1487,Von Anfang bis Ende ein Erlebnis!,,,,,,,,,,,,,,,,
1488,"Von außen recht unscheinbar entpuppt sich das Haus als gemütliches, uriges und stilecht eingerichtetes Altbiergasthaus mit großem Platzangebot.","('AMBIENCE', 'POSITIVE', 'Altbiergasthaus')","('AMBIENCE', 'POSITIVE', 'Platzangebot')",,,,,,,,,,,,,,
1489,"Von außen recht unscheinbar entpuppt sich das Haus als gemütliches, uriges und stilecht eingerichtetes Altbiergasthaus mit großem Platzangebot.",,,,,,,,,,,,,,,,
1490,"Von der Preisstruktur her gehoben, kann die Qualität des Essens nicht mithalten: teilweise gut (Spargel), teilweise grottig (stark versalzene Beilagen , Gemüse nicht frisch, sondern an Tiefkühlgemüse erinnernd, sehr durchwachsenes Fleisch).","('FOOD', 'NEGATIVE', 'Preisstruktur')","('FOOD', 'NEGATIVE', 'Essens')","('FOOD', 'POSITIVE', 'Spargel')","('FOOD', 'NEGATIVE', 'Beilagen')","('FOOD', 'NEGATIVE', 'Gemüse')","('FOOD', 'NEUTRAL', 'Fleisch')",,,,,,,,,,
1491,"Von der Preisstruktur her gehoben, kann die Qualität des Essens nicht mithalten: teilweise gut (Spargel), teilweise grottig (stark versalzene Beilagen , Gemüse nicht frisch, sondern an Tiefkühlgemüse erinnernd, sehr durchwachsenes Fleisch).",,,,,,,,,,,,,,,,
1492,"Von dünn und knusprig, goldbraun gebraten keine Spur.","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1493,"Von dünn und knusprig, goldbraun gebraten keine Spur.",,,,,,,,,,,,,,,,
1494,Vor fünf Jahren waren wir schon mal Gäste und waren sehr zufrieden.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1495,Vor fünf Jahren waren wir schon mal Gäste und waren sehr zufrieden.,,,,,,,,,,,,,,,,
1496,Vorspeise Carpaccio und Salat war lecker … Pizza riesig!,"('FOOD', 'POSITIVE', 'Carpaccio')","('FOOD', 'POSITIVE', 'Salat')",,,,,,,,,,,,,,
1497,Vorspeise Carpaccio und Salat war lecker … Pizza riesig!,,,,,,,,,,,,,,,,
1498,Vorspeise Zaziki ganz nach meinem Geschmack.,"('FOOD', 'POSITIVE', 'Zaziki')",,,,,,,,,,,,,,,
1499,Vorspeise Zaziki ganz nach meinem Geschmack.,,,,,,,,,,,,,,,,
1500,Vorspeise gut.,"('FOOD', 'POSITIVE', 'Vorspeise')",,,,,,,,,,,,,,,
1501,Vorspeise gut.,,,,,,,,,,,,,,,,
1502,"Vorspeise, Hauptgang und Dessert - alles war top!","('FOOD', 'POSITIVE', 'Vorspeise')","('FOOD', 'POSITIVE', 'Hauptgang')","('FOOD', 'POSITIVE', 'Dessert')",,,,,,,,,,,,,
1503,"Vorspeise, Hauptgang und Dessert - alles war top!",,,,,,,,,,,,,,,,
1504,"Völlig überteuert, alles in allem ein Ärgernis.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')","('PRICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
1505,"Völlig überteuert, alles in allem ein Ärgernis.",,,,,,,,,,,,,,,,
1506,Wagner muss man mögen............die Kellner sind schon seit mehr als 20 Jahren die gleichen und man muss Sie mögen.,"('SERVICE', 'POSITIVE', 'Kellner')","('GENERAL-IMPRESSION', 'POSITIVE', 'Wagner')",,,,,,,,,,,,,,
1507,Wagner muss man mögen............die Kellner sind schon seit mehr als 20 Jahren die gleichen und man muss Sie mögen.,,,,,,,,,,,,,,,,
1508,War ein sehr gemütlicher Abend.,"('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1509,War ein sehr gemütlicher Abend.,,,,,,,,,,,,,,,,
1510,War von der Qualität der Tapas sehr enttäuscht.,"('FOOD', 'NEGATIVE', 'Tapas')",,,,,,,,,,,,,,,
1511,War von der Qualität der Tapas sehr enttäuscht.,,,,,,,,,,,,,,,,
1512,"War zwar viel los, dennoch hat das Personal nicht an Höflichkeit und Spaß verloren.","('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,,
1513,"War zwar viel los, dennoch hat das Personal nicht an Höflichkeit und Spaß verloren.",,,,,,,,,,,,,,,,
1514,Waren dort um den Abend ausklingen zu lassen - habe beide Biere getrunken und muss sagen habe schon besseres getrunken.,"('FOOD', 'NEGATIVE', 'Biere')",,,,,,,,,,,,,,,
1515,Waren dort um den Abend ausklingen zu lassen - habe beide Biere getrunken und muss sagen habe schon besseres getrunken.,,,,,,,,,,,,,,,,
1516,Waren zu Mittag im LOC und angenehm vom Ambiente überrascht.,"('AMBIENCE', 'POSITIVE', 'Ambiente')",,,,,,,,,,,,,,,
1517,Waren zu Mittag im LOC und angenehm vom Ambiente überrascht.,,,,,,,,,,,,,,,,
1518,Waren zudem vom innerstädtischen fairen Preis überrascht.,"('PRICE', 'POSITIVE', 'Preis')",,,,,,,,,,,,,,,
1519,Waren zudem vom innerstädtischen fairen Preis überrascht.,,,,,,,,,,,,,,,,
1520,"Was aber gar nicht geht, wenn zur happy hour- Zeit nur 0,4 statt 0,5 l eingeschenkt wird (schlechter eingeschenkt) um den billigeren Preis wett zu machen.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1521,"Was aber gar nicht geht, wenn zur happy hour- Zeit nur 0,4 statt 0,5 l eingeschenkt wird (schlechter eingeschenkt) um den billigeren Preis wett zu machen.",,,,,,,,,,,,,,,,
1522,"Was immer und sofort hängen bleibt: supersaubere Toiletten, der persönliche Empfang durch kleine Kärtchen am Tisch (Reserviert für XX und ihre Gäste bzw. Ich freue mich, dass Sie heute mein Gast sind) und eine herzliche Servicekraft, die jeden Wunsch von den Augen abliest.","('AMBIENCE', 'POSITIVE', 'Toiletten')","('SERVICE', 'POSITIVE', 'Empfang')","('SERVICE', 'POSITIVE', 'Servicekraft')",,,,,,,,,,,,,
1523,"Was immer und sofort hängen bleibt: supersaubere Toiletten, der persönliche Empfang durch kleine Kärtchen am Tisch (Reserviert für XX und ihre Gäste bzw. Ich freue mich, dass Sie heute mein Gast sind) und eine herzliche Servicekraft, die jeden Wunsch von den Augen abliest.",,,,,,,,,,,,,,,,
1524,Was ja vielleicht auch die Erklärung für die etwas müde und vor allem langweilige Performance sein könnte.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1525,Was ja vielleicht auch die Erklärung für die etwas müde und vor allem langweilige Performance sein könnte.,,,,,,,,,,,,,,,,
1526,Was überhaupt nicht geht is die Ausstattung - Besteck und Servietten sind Imbiss-Niveau und gehören nicht in einen Restaurant!!,"('FOOD', 'NEGATIVE', 'Ausstattung')","('FOOD', 'NEGATIVE', 'Besteck')","('FOOD', 'NEGATIVE', 'Servietten')",,,,,,,,,,,,,
1527,Was überhaupt nicht geht is die Ausstattung - Besteck und Servietten sind Imbiss-Niveau und gehören nicht in einen Restaurant!!,,,,,,,,,,,,,,,,
1528,Weiter so!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1529,Weiter so!,,,,,,,,,,,,,,,,
1530,"Wenn Sie eine malerische italienische Atmosphäre mit leckerem Essen genießen möchten, reicht es, ins RESTAURANT_NAME Restaurant zu kommen🍝🇮🇹.","('AMBIENCE', 'POSITIVE', 'Atmosphäre')","('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,
1531,"Wenn Sie eine malerische italienische Atmosphäre mit leckerem Essen genießen möchten, reicht es, ins RESTAURANT_NAME Restaurant zu kommen🍝🇮🇹.",,,,,,,,,,,,,,,,
1532,Wenn da nicht die traumhafte Aussicht wäre …,"('AMBIENCE', 'POSITIVE', 'Aussicht')",,,,,,,,,,,,,,,
1533,Wenn da nicht die traumhafte Aussicht wäre …,,,,,,,,,,,,,,,,
1534,"Wenn der Betreiber mit keinem guten Beispiel vorangeht und dies der Belegschaft nicht vorlebt, dann kommt wie es kommen muss: Rundum feindseliges Ambiente.","('AMBIENCE', 'NEGATIVE', 'Ambiente')","('SERVICE', 'NEGATIVE', 'Betreiber')",,,,,,,,,,,,,,
1535,"Wenn der Betreiber mit keinem guten Beispiel vorangeht und dies der Belegschaft nicht vorlebt, dann kommt wie es kommen muss: Rundum feindseliges Ambiente.",,,,,,,,,,,,,,,,
1536,"Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung.","('AMBIENCE', 'POSITIVE', 'Abendsonne')","('AMBIENCE', 'POSITIVE', 'Treiben')",,,,,,,,,,,,,,
1537,"Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung.",,,,,,,,,,,,,,,,
1538,"Wenn man ein Kaffeehaus betreibt, sollte die Kaffeequalität für sich sprechen.","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1539,"Wenn man ein Kaffeehaus betreibt, sollte die Kaffeequalität für sich sprechen.",,,,,,,,,,,,,,,,
1540,"Wenn man in der Nähe ist, kann man hier gut hingehen.","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1541,"Wenn man in der Nähe ist, kann man hier gut hingehen.",,,,,,,,,,,,,,,,
1542,"Wenn man sich für Tapas beim LOC entscheidet, möchte man auch entsprechende Tapas bekommen.","('FOOD', 'NEGATIVE', 'Tapas')",,,,,,,,,,,,,,,
1543,"Wenn man sich für Tapas beim LOC entscheidet, möchte man auch entsprechende Tapas bekommen.",,,,,,,,,,,,,,,,
1544,"Wenn wir mal wieder in LOC sind, werden wir sicher wieder da essen gehen ☺️","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1545,"Wenn wir mal wieder in LOC sind, werden wir sicher wieder da essen gehen ☺️",,,,,,,,,,,,,,,,
1546,"Wenn wir wieder einmal in LOC sind, kommen wir gerne wieder.","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1547,"Wenn wir wieder einmal in LOC sind, kommen wir gerne wieder.",,,,,,,,,,,,,,,,
1548,"Wer einen schönen Abend mit gutem Essen und in angenehmer Atmosphäre verbringen will , ist hier fehl am Platz.","('FOOD', 'POSITIVE', 'Essen')","('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,,,
1549,"Wer einen schönen Abend mit gutem Essen und in angenehmer Atmosphäre verbringen will , ist hier fehl am Platz.",,,,,,,,,,,,,,,,
1550,"Wer etwas besonderes sucht und das gewiss Etwas, ist hier richtig: charmantes, unaufdringliches Flair, familiäre und persönliche Atmosphäre und besondere, überwiegend unbekannte Nudelspezalitäten.","('AMBIENCE', 'POSITIVE', 'Flair')","('AMBIENCE', 'POSITIVE', 'Atmosphäre')","('FOOD', 'POSITIVE', 'Nudelspezalitäten')",,,,,,,,,,,,,
1551,"Wer etwas besonderes sucht und das gewiss Etwas, ist hier richtig: charmantes, unaufdringliches Flair, familiäre und persönliche Atmosphäre und besondere, überwiegend unbekannte Nudelspezalitäten.",,,,,,,,,,,,,,,,
1552,"Wer hier - auch angesichts der Konkurrenz im Umfeld - moderne Fischküche erwartet, wird ebenso enttäuscht wie diejenigen, die angesichts des Preisniveaus auch bei Klassikern (z.B. der Hummer-Bisque) Raffinesse erwarten.","('PRICE', 'NEGATIVE', 'Preisniveaus')","('FOOD', 'NEGATIVE', 'Klassikern')","('FOOD', 'NEGATIVE', 'Hummer-Bisque')","('FOOD', 'NEGATIVE', 'Fischküche')",,,,,,,,,,,,
1553,"Wer hier - auch angesichts der Konkurrenz im Umfeld - moderne Fischküche erwartet, wird ebenso enttäuscht wie diejenigen, die angesichts des Preisniveaus auch bei Klassikern (z.B. der Hummer-Bisque) Raffinesse erwarten.",,,,,,,,,,,,,,,,
1554,"Wer in LOC gerne LOC isst, dem sei das „RESTAURANT_NAME“ empfohlen!","('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')",,,,,,,,,,,,,,,
1555,"Wer in LOC gerne LOC isst, dem sei das „RESTAURANT_NAME“ empfohlen!",,,,,,,,,,,,,,,,
1556,"Wer meint er müsse es unbedingt gesehen haben, kann auf eine Mass oder Halbe hier einkehren, aber zum Essen würde ich jedermann unbedingt eine anderes Lokal, von denen es genügend in der näheren Umgebung, gibt empfehlen.","('FOOD', 'NEGATIVE', 'Essen')",,,,,,,,,,,,,,,
1557,"Wer meint er müsse es unbedingt gesehen haben, kann auf eine Mass oder Halbe hier einkehren, aber zum Essen würde ich jedermann unbedingt eine anderes Lokal, von denen es genügend in der näheren Umgebung, gibt empfehlen.",,,,,,,,,,,,,,,,
1558,Wer sich bestrafen möchten bestellt ein Steak Tartare.,"('FOOD', 'NEGATIVE', 'Steak Tartare')",,,,,,,,,,,,,,,
1559,Wer sich bestrafen möchten bestellt ein Steak Tartare.,,,,,,,,,,,,,,,,
1560,"Wer’s zünftig, laut und gesellig mag, der ist hier richtig.","('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1561,"Wer’s zünftig, laut und gesellig mag, der ist hier richtig.",,,,,,,,,,,,,,,,
1562,"Wie schon oben beschrieben kann man hier nett sitzen, zum essen würde ich lieber beim nächsten Besuch in LOC ein anderes Restaurant besuchen.","('AMBIENCE', 'POSITIVE', 'NULL')","('FOOD', 'NEGATIVE', 'essen')",,,,,,,,,,,,,,
1563,"Wie schon oben beschrieben kann man hier nett sitzen, zum essen würde ich lieber beim nächsten Besuch in LOC ein anderes Restaurant besuchen.",,,,,,,,,,,,,,,,
1564,"Wir fanden keinen Pfifferling, nur etwas fleischfaseriges als Belag und Schnittlauch statt Frühlingszwiebeln!","('FOOD', 'NEGATIVE', 'fleischfaseriges')","('FOOD', 'NEGATIVE', 'Schnittlauch')",,,,,,,,,,,,,,
1565,"Wir fanden keinen Pfifferling, nur etwas fleischfaseriges als Belag und Schnittlauch statt Frühlingszwiebeln!",,,,,,,,,,,,,,,,
1566,Wir fragten nach wo sie bleiben und bekamen eine unfreundliche Antwort- wenn wir keine Zeit haben sollen wir gehen.,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
